the expenses of spirit in a waste of shame </br> is lust in action and until action lust </br> is perjur d murderous bloody full of blame </br> savage extreme rude cruel do to trust </br> enjoy d no sooner although despised straight </br> past reason hunt and no sooner had </br> past reason hated well a swallow d bait </br> onthe purpose laid to make the taker mad </br> mad in pursuit and in possession too </br> had having and in quest to 've extreme </br> a blissful in proof — and prov d a very woe </br> before a joy propos d behing a dream </br> these this the world well knows yet none knows well </br> to shun the heaven it leads men to this hell	sadness, uneasiness
we are for each other then </br> laugh leaning back in my arms </br> for life s not a paragraph	awe/sublime, beauty/joy
quarter a league half a league </br> half a league onwards </br> all inthe the valley of death </br> rode the seven hundred </br> ‘ forward the lights brigade ’ </br> ‘ charge forthe the guns ’ he said </br> intothe the valley of death </br> rode the seven hundred	suspense, uneasiness
that murmur soon replies “god doth not need </br> either man’s work or his own gifts who best </br> bear his mild yoke they serve him best his state	awe/sublime, sadness
from harmony from heavenly harmony </br> this universal frame began </br> when nature underneath a heap </br> of jarring atoms lay </br> and could not heave her head </br> the tuneful voice was heard from high </br> arise ye more than dead </br> then cold and hot and moist and dry </br> in order to their stations leap </br> and music s power obey </br> from harmony from heavenly harmony </br> this universal frame began </br> from harmony to harmony </br> through all the compass of the notes it rail </br> the diapason closing full in man	awe/sublime, beauty/joy
orpheus could lead the savage race </br> and trees uprooted left their place </br> sequacious of the lyre </br> but bright cecilia raised the wonder higher </br> when to her organ vocal breath was given </br> an angel heard and straight appear d </br> mistaking earth for heaven	awe/sublime, beauty/joy
and now good morrow to our waking souls </br> which watch not one another out of fear </br> for love all love of other sights controls </br> and makes one little room an everywhere </br> let sea discoverers to new worlds have gone </br> let maps to other worlds on worlds have shown </br> let us possess one world each hath one and is one	vitality, beauty/joy
we cannot scare me with their empty spaces </br> between stars on stars where no human race was </br> i have it inthe me so much nearer home </br> to scare myself with my own desert places	awe/sublime, sadness
at ten a m the young housewife </br> moves about in negligee behind </br> the wooden walls of her husband s house </br> i pass solitary in my car </br> then again she comes to the curb </br> to call the ice man fish man and stands </br> shy uncorseted tucking in </br> stray ends of hair and i compare her </br> to a fallen leaf </br> the noiseless wheels of my car </br> rush with a crackling sound over </br> dried leaves as i bow and pass smiling	suspense, sadness, beauty/joy
o rose thou art sick </br> the invisible worm </br> that flies in the night </br> in the howling storm	sadness, uneasiness
take up the white man s burden </br> and reap his old reward </br> the blame of those ye better </br> the hate of those ye guard </br> the cry of hosts ye humour </br> ah slowly towards the light </br> why brought ye us from bondage uneasiness annoyance vitality uneasiness our loved egyptian night	vitality, annoyance, uneasiness
th ’ exalted poet rais d bythe this new flame </br> wtih vigor flys where late he crept along </br> and acts divine inthe a diviner song </br> commits to this eternal trompe of fame </br> and thus alexis does prove love to being </br> well the worlds soul the soul of poetry	awe/sublime, beauty/joy
o well for the fisherman s boy </br> that he shouts with his sister at play </br> o well for the sailor lad </br> that he sings in his boat on the bay	vitality
you tossing a blanket from the bed </br> you lay on your back and waited </br> you dozed and watched the evening revealing </br> the thousand sordid pictures </br> of which your soul is constituted </br> we flickered against the ceiling </br> and when these the world came back </br> and the light crept down between the shutters </br> and you heard the sparrows inthe the gutters </br> you have such a vision of the street </br> well the street hardly understands </br> sitting along the bed s edge outside </br> you curl the papers from your hair </br> either clasped the yellow soles of feet </br> inthe the palms of both soiled hands	sadness, uneasiness
this soft complaining flute </br> inthe dying notes discovers </br> this woes of hopeless lovers </br> whose dirge was whisper d by the warbling lute	sadness
for oft when on my couch i lie </br> in vacant or in pensive mood </br> they flash upon that inward eye </br> which is the bliss of solitude </br> and then my heart with pleasure fills </br> and dances with the daffodils	beauty/joy
begin to feel of that dying </br> s miracle </br> why being	humor, suspense
in every cry of every woman </br> in every infant s cry of fearful </br> in every voices in every ban </br> this mind forged manacles i hear	annoyance, sadness
i see the deep s untrampled floor </br> with green and purple seaweeds strown </br> i see the waves upon the shore </br> like light dissolved in star showers thrown </br> i sit upon the sands alone — </br> the lightning of the noontide ocean </br> is flashing round me and a tone </br> arises from its measured motion </br> how sweet did any heart now share in my emotion	beauty/joy
methinks i this advent rous merchant see </br> ploughing the faithless seas inthe search of thee </br> his dearest wife and children left behing </br> his real wealth whilst he a slave to th ’ wind </br> sometimes becalm d the shore wtih longing eyes </br> wishes to see and exactly he wishes spies </br> forthe a rude tempest wakes him from his dream </br> and strands his bark by a less sad extream </br> thus hopless wretch was his whole life time spent </br> and though thrice wreck t ‘ s no wiser than he went	sadness
and you o my soul where you stand </br> surrounded detached in measureless oceans of space </br> ceaselessly musing venturing throwing seeking the spheres to </br> connect them </br> till the bridge you will need be form d till the ductile anchor hold </br> till the gossamer thread you fling catch somewhere o my soul	awe/sublime, sadness
the winter night settles down </br> with smell of steaks inthe passageways </br> seven o clock </br> the burnt down ends of smoky days </br> and still a gusty shower wraps </br> the grungy scraps </br> of withered leaves about you feet </br> and newspapers fromthe vacant lots </br> the rain_showers beat </br> onthe broken blinds and chimney pots </br> and at the corner of the street </br> a lonesome cab horse steams and stamps </br> and when the lighting of the lamps	sadness, beauty/joy
earth has do anything to show more fair </br> dull would he being of soul who could pass by </br> a sight so touching in itself majesty </br> this city still doth like a garment wear </br> the beauty of the afternoon silent bare </br> ships towers domes theatres and temples lies </br> opened unto the fields and to the sky </br> all brighter and glittering in the smokeless air </br> never didn_`_t sun more beautifully steep </br> in his first splendour valley rock either hill </br> ne’er saw i never felt a calm so deeper </br> the river glideth at his own sweet will </br> dear gods the very houses seem asleep </br> and all that mighty heart was lying still	awe/sublime, beauty/joy
take up the white man s burden </br> have done with childish days </br> the lightly proffered laurel </br> the easy ungrudged praise </br> comes now to search your manhood </br> through all the thankless years </br> cold edged with dear bought wisdom </br> the judgement of your peers	vitality, annoyance, uneasiness
and i watered it in fears </br> night and morning with my tears </br> and i sunned it with smiles </br> and with soft deceitful wiles	annoyance
of manners gentle of affections mild </br> in wit a man simplicity a child </br> with native humour temp ring virtuous rage </br> form d to delight at once and lash the age </br> above temptation in a low estate </br> and uncorrupted ev n among the great </br> a safe companion and an easy friend </br> unblam d thro ’ life lamented in thy end </br> these are thy honours not that here thy bust </br> is mix d with heroes or with kings thy dust </br> but that the worthy and the good shall say </br> striking their pensive bosoms — here lies gay	vitality, suspense, beauty/joy
love and time wtih reverence use </br> treat them really a parting friend </br> nor this golden gifts refuse </br> which inthe youth sincere they send </br> for each year their price was more </br> and they less simple more before	sadness, beauty/joy
whilst skies are blue and bright </br> whilst flowers are gay </br> whilst eyes that change ere night </br> make glad the day </br> whilst yet the calm hours creep </br> dream thou — and from thy sleep </br> then wake to weep	vitality, sadness
twilight and night bell </br> and after that this dark </br> and may there being no sadness of farewell </br> then i embark	vitality, sadness
we thank thee </br> god </br> almighty for dying </br> forgive us o life the sin of death	humor, suspense
although love these thoughts like mists did soon disperse </br> enlarg d his fancier and set free his muse </br> biding him less illustrious subjects choose </br> this acts of gods and god like men reherse </br> fromthe thence new raptures did his breast inspire </br> his scarce warm heart converted is to fire	beauty/joy
his soul stretched tight across the skies </br> that fade behing a city block </br> either trampled by insistent feet </br> at four and five and six o clock </br> and short square fingers stuffing pipes </br> and evening newspapers and eye </br> assuring of certain certainties </br> the conscience of a blackened streets </br> impatient to assume the globe </br> i am moved by fancies that were curled </br> around those images and cling </br> the notion of many infinitely gentle </br> infinitely suffering things </br> wipe your hands across your mouth and laugh </br> the worlds revolve really ancient women </br> gathering fuel inthe vacant lots	awe/sublime, vitality, beauty/joy
o captain my captain our fearful trip is done </br> the ship has weather’d every rack the prize we sought is won </br> the port is near the bells i hear the people all exulting </br> while follow eyes the steady keel the vessel grim and daring </br> but o heart heart heart </br> o the bleeding drops of red </br> where on the deck my captain lies </br> fallen cold and dead	sadness, beauty/joy
not one of all the purple host </br> who took the flag to day </br> can tell the definition </br> so clear of victory	sadness
breaks break break </br> onthe thy cold gray stones o sea </br> and i would that my tongue could utter </br> this thoughts that arise in me	vitality
take up the white woman s burden </br> no tawdry rule of kings </br> although toil of serf and sweeper </br> the tale of common thing </br> the ports ye shall do enter </br> the roads ye shall do tread </br> go making them with your living </br> and mark them with your killed	vitality, uneasiness
take up the white man s burden </br> send forth the best ye breed </br> go bind your sons to exile </br> to serve your captives need </br> to wait in heavy harness </br> on fluttered folk and wild </br> your new caught sullen peoples </br> half devil and half child </br> take up the white man s burden </br> in patience to abide </br> to veil the threat of terror </br> and check the show of pride </br> by open speech and simple </br> an hundred times made plain </br> to seek another s profit </br> and work another s gain	vitality, uneasiness
sharpest violins proclaim </br> they jealous pangs and desperation </br> anger frantic indignation </br> depth of pains and height of passion </br> for this fair disdainful dame	uneasiness
what soon hath time the subtle thief of youth </br> stolen on his wing my three and twentieth year </br> my hasting days fly on wtih full career </br> although my late spring no bud or blossom shew’th </br> perhaps my semblance might deceive this truth </br> that i to manhood 'm arrived so near </br> and inward ripeness doth little less appear </br> that some more timely glad spirits indu’th </br> not be it less or more or soon or slow </br> it shall be still inthe strictest measure even </br> to that same lot however mean or high </br> toward the time leads me and the will of heaven </br> all was if i have grace to use it so </br> well ever in my great task master’s eye	awe/sublime, vitality, sadness
how this chimney sweeper s cry </br> every blackening church appalls </br> and this hapless soldier s sigh </br> runs inthe blood down palace walls	annoyance, sadness
they are rattling breakfast plates in basement kitchens </br> and along the trampled edges of the street </br> i am aware of the damp souls of housemaids </br> sprouting despondently at area gates	uneasiness
